Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,27.0,1998.0,20,17,1388,15.4,0.0,0.0,0.0,0.0,0.05,0.13,0.05,0.13,16.0,7.0,43.8,8.0,50.0,49.48,3.31,16.56,23.05,10.26,2.27,49.48,1.04,0.45,0.52,24.22,132.14,75.58,1.75,0.71,0.13,0.97,0.78,30.84,2.73,1.17,0.13,0.97,0.0,0.06,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,482.0,616.0,78.2,7521.0,2707.0,250.0,288.0,86.8,189.0,237.0,79.7,26.0,53.0,49.1,0.0,0.08,0.03,-0.08,0.52,2.66,0.45,0.26,3.38,40.0,35.52,4.42,0.13,0.0,0.19,0.91,4.29,0.0,0.0,0.0,0.0,31.3,0.06,0.97,0.52,0.19,0.0,0.0,0.1,-0.8,-0.8,55.1,0.26,0.0,0.0,0.71,0.39,0.06,0.78,1.04,0.0,0.0,2.66,1.75,1.43,1.56,0.84,0.65,0.06,0.91,1.69,0.78,1.1,0.26,2.34,3.18,0.0,53.8
Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,31.0,1994.0,27,25,2160,24.0,0.5,0.54,0.5,0.54,0.37,0.47,0.34,0.44,15.0,6.0,40.0,9.0,60.0,32.5,1.08,2.79,15.83,14.08,4.38,32.46,0.62,0.25,0.38,14.21,47.54,16.79,0.38,0.46,0.17,2.21,0.38,23.42,4.58,2.21,0.29,1.83,0.0,0.08,0.17,0.08,0.04,0.12,0.0,0.04,0.08,0.04,0.0,392.0,573.0,68.4,5880.0,852.0,216.0,301.0,71.8,127.0,174.0,73.0,28.0,37.0,75.7,0.04,0.11,0.07,-0.07,1.29,1.21,0.42,0.0,1.67,23.88,23.42,0.33,0.0,0.04,0.42,0.21,0.04,0.0,0.0,0.0,0.0,16.33,0.12,0.5,1.75,0.87,0.29,0.57,0.19,3.2,4.0,50.9,0.17,0.0,0.0,2.12,0.92,0.46,0.25,0.67,0.08,0.0,2.12,4.75,4.58,0.92,0.12,0.38,0.42,0.25,1.08,0.83,0.75,0.21,1.17,0.83,0.0,23.1
Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29.0,1995.0,22,20,1711,19.0,0.0,0.0,0.0,0.0,0.04,0.06,0.04,0.06,2.0,2.0,100.0,0.0,0.0,84.11,5.68,24.84,40.84,18.53,0.58,84.11,0.11,0.11,0.0,54.95,289.79,172.95,2.0,2.74,0.0,0.21,0.26,66.53,0.32,1.79,0.11,1.79,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,1395.0,1486.0,93.9,22867.0,6253.0,671.0,700.0,95.9,642.0,672.0,95.5,68.0,92.0,73.9,0.0,0.02,0.06,-0.02,0.47,7.89,0.58,0.11,7.11,78.21,76.37,1.79,0.89,0.21,0.47,0.58,0.53,0.0,0.0,0.0,0.0,73.42,0.05,0.26,0.53,0.05,0.0,0.0,0.07,-0.7,-0.7,45.3,0.16,0.0,0.0,0.84,0.47,0.0,0.37,0.53,0.0,0.0,4.53,1.26,1.53,0.79,0.42,0.21,0.16,0.37,0.63,0.26,0.58,0.42,1.16,2.89,0.16,58.3
Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,27.0,1997.0,26,25,2208,24.5,0.04,0.16,0.04,0.16,0.05,0.15,0.05,0.15,29.0,13.0,44.8,16.0,55.2,51.8,3.59,18.9,19.71,13.67,1.06,51.8,1.18,0.53,0.65,25.51,159.31,87.84,2.04,1.39,0.2,1.06,0.65,29.31,3.39,1.39,0.12,1.1,0.16,0.0,0.08,0.04,0.0,0.12,0.0,0.0,0.0,0.0,0.0,821.0,1010.0,81.3,11920.0,3619.0,475.0,516.0,92.1,292.0,350.0,83.4,30.0,93.0,32.3,0.12,0.1,0.1,0.02,0.82,1.59,0.82,0.49,3.18,41.22,34.37,6.65,0.73,0.0,0.04,3.22,5.47,0.37,0.29,0.0,0.0,33.51,0.2,0.65,0.94,0.24,0.04,0.17,0.06,-0.3,-0.3,43.6,0.16,0.0,0.0,0.86,0.61,0.0,0.65,0.86,0.0,0.0,4.08,0.69,0.9,1.22,1.1,0.08,0.04,0.82,1.31,0.49,0.98,0.33,1.88,3.63,0.16,62.5
Maghnes Akliouche,fr FRA,"FW,MF",Monaco,fr Ligue 1,23.0,2002.0,28,24,2137,23.7,0.17,0.51,0.13,0.46,0.33,0.6,0.3,0.57,88.0,41.0,46.6,45.0,51.1,59.49,0.89,5.99,24.47,29.87,5.99,59.45,3.71,1.73,1.9,38.23,244.77,134.56,4.73,3.76,1.77,3.0,1.69,43.46,8.44,4.34,0.72,3.33,0.04,0.38,0.25,0.21,0.13,0.63,0.0,0.0,0.08,0.0,0.0,894.0,1095.0,81.6,12342.0,3661.0,554.0,612.0,90.5,266.0,326.0,81.6,40.0,67.0,59.7,0.34,0.27,0.3,0.07,1.86,3.38,2.57,0.13,6.75,46.2,44.39,1.43,0.42,0.34,0.25,1.81,0.59,0.42,0.21,0.04,0.0,37.72,0.38,1.35,2.27,0.63,0.06,0.2,0.13,-3.9,-4.1,19.0,0.08,0.0,0.0,1.1,1.27,0.34,0.55,1.27,0.0,0.0,4.94,0.17,0.72,1.98,0.51,0.84,0.63,0.72,1.65,0.93,0.8,0.0,2.53,0.51,0.0,43.6
Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,23.0,2001.0,27,25,2148,23.9,0.0,0.04,0.0,0.04,0.01,0.05,0.01,0.05,20.0,6.0,30.0,11.0,55.0,54.85,6.15,28.2,22.76,4.44,0.33,54.85,0.84,0.25,0.46,31.17,155.23,80.54,1.05,0.71,0.04,0.38,0.17,32.13,1.0,0.8,0.13,0.59,0.08,0.0,0.0,0.04,0.08,0.08,0.0,0.0,0.0,0.04,0.0,831.0,1018.0,81.6,16678.0,6248.0,290.0,326.0,89.0,424.0,473.0,89.6,108.0,188.0,57.4,0.04,0.04,0.04,0.0,0.33,2.76,0.42,0.21,2.89,42.59,38.83,3.64,1.84,0.0,1.42,0.96,1.63,0.04,0.04,0.0,0.0,34.77,0.13,0.84,0.25,0.04,0.0,0.0,0.05,-0.3,-0.3,54.2,0.25,0.0,0.0,0.46,1.09,0.0,1.59,1.38,0.0,0.04,4.48,1.34,1.13,2.13,1.38,0.5,0.25,1.21,1.76,0.54,1.55,0.54,3.72,5.06,0.08,69.0
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,30.0,1995.0,28,20,2010,22.3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,13.0,7.0,53.8,5.0,38.5,70.81,9.51,31.97,34.39,4.89,0.22,70.81,0.58,0.31,0.22,37.4,162.74,75.7,0.63,0.63,0.0,0.4,0.4,43.54,0.72,1.03,0.04,0.94,0.04,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1121.0,1283.0,87.4,20154.0,7312.0,442.0,467.0,94.6,565.0,616.0,91.7,86.0,154.0,55.8,0.0,0.01,0.03,-0.01,0.31,4.35,0.45,0.0,4.04,57.53,53.63,3.72,1.88,0.04,0.22,0.54,0.63,0.0,0.0,0.0,0.0,50.27,0.18,0.45,0.18,0.0,0.0,0.0,0.02,-0.1,-0.1,48.9,0.13,0.0,0.0,1.08,1.03,0.04,1.08,1.03,0.0,0.18,4.3,1.97,2.06,2.2,1.43,0.54,0.22,1.21,1.79,0.58,2.78,1.57,3.27,4.71,0.04,67.5
Raúl Albiol,es ESP,DF,Villarreal,es La Liga,39.0,1985.0,15,14,1188,13.2,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,69.32,11.89,40.38,27.95,1.06,0.23,69.32,0.0,0.0,0.0,38.94,177.73,92.88,0.23,0.08,0.0,0.23,0.08,49.39,0.0,0.38,0.23,0.3,0.0,0.0,0.08,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,727.0,813.0,89.4,14582.0,6006.0,213.0,225.0,94.7,433.0,463.0,93.5,76.0,115.0,66.1,0.0,0.0,0.01,0.0,0.0,1.97,0.08,0.0,2.58,61.59,58.94,2.5,1.89,0.08,0.3,0.0,0.0,0.0,0.0,0.0,0.0,55.08,0.15,0.23,0.15,0.0,0.0,0.0,0.05,-0.1,-0.1,67.4,0.38,0.0,0.0,0.83,0.45,0.0,0.45,0.68,0.0,0.15,3.33,2.2,1.06,0.76,0.68,0.08,0.0,0.45,0.76,0.3,0.76,0.68,1.21,5.23,0.08,60.0
Omar Alderete,py PAR,DF,Getafe,es La Liga,28.0,1996.0,29,29,2555,28.4,0.04,0.04,0.04,0.04,0.05,0.08,0.05,0.08,24.0,15.0,62.5,9.0,37.5,48.27,5.92,20.81,24.19,3.63,1.13,48.27,0.85,0.53,0.32,19.54,129.51,83.45,0.85,0.63,0.07,0.95,0.28,20.32,0.21,1.09,0.14,0.85,0.04,0.04,0.11,0.04,0.04,0.07,0.0,0.0,0.04,0.04,0.0,653.0,976.0,66.9,15108.0,6782.0,172.0,212.0,81.1,339.0,423.0,80.1,139.0,304.0,45.7,0.0,0.03,0.03,-0.03,0.39,3.84,0.42,0.07,3.31,34.37,31.83,2.11,1.9,0.11,0.95,0.21,0.0,0.0,0.0,0.0,0.0,22.99,0.42,0.42,1.09,0.28,0.03,0.13,0.05,-0.4,-0.4,65.6,0.25,0.0,0.0,1.02,0.35,0.25,1.27,0.92,0.04,0.11,3.56,2.96,1.55,1.41,0.99,0.35,0.07,0.67,0.95,0.28,1.13,0.74,2.68,6.62,0.04,70.4
Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,26.0,1998.0,29,26,2165,24.1,0.12,0.37,0.12,0.37,0.07,0.34,0.07,0.34,29.0,13.0,44.8,14.0,48.3,85.44,3.4,22.78,37.88,25.35,1.66,85.44,1.2,0.54,0.58,44.94,208.76,111.45,1.99,1.45,0.33,0.79,0.62,54.23,3.61,3.82,0.42,2.95,0.58,0.17,0.12,0.0,0.0,0.37,0.04,0.0,0.0,0.0,0.0,1325.0,1799.0,73.7,25464.0,10467.0,579.0,644.0,89.9,537.0,707.0,76.0,186.0,373.0,49.9,0.25,0.28,0.28,-0.03,2.07,7.84,2.57,0.83,8.46,74.65,62.7,11.54,2.37,0.37,1.29,5.89,7.18,1.99,1.29,0.41,0.04,54.98,0.41,1.41,1.62,0.33,0.08,0.38,0.04,1.4,1.4,20.0,0.21,0.0,0.0,0.37,0.29,0.04,1.24,1.99,0.0,0.0,5.06,0.12,0.5,2.82,1.7,0.75,0.37,1.95,4.15,2.2,1.04,0.33,4.07,2.16,0.17,47.0
Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25.0,1999.0,21,10,1057,11.7,0.34,0.51,0.34,0.51,0.32,0.51,0.32,0.51,50.0,20.0,40.0,24.0,48.0,38.55,0.17,2.99,10.17,25.9,8.03,38.55,4.27,1.71,2.05,26.32,203.76,123.93,6.32,3.08,3.33,2.05,1.62,30.0,11.54,4.34,0.43,2.31,0.0,0.94,0.68,0.43,0.0,0.26,0.0,0.0,0.09,0.09,0.0,219.0,305.0,71.8,3207.0,442.0,127.0,143.0,88.8,71.0,99.0,71.7,11.0,24.0,45.8,0.17,0.2,0.16,-0.03,1.71,0.51,0.43,0.09,1.62,26.07,25.73,0.26,0.09,0.0,0.17,2.74,0.17,0.0,0.0,0.0,0.0,18.72,0.09,1.79,3.49,1.28,0.1,0.27,0.09,0.2,0.2,21.4,0.09,0.09,0.0,1.2,2.05,0.51,0.34,0.17,0.09,0.0,2.82,0.26,0.94,0.51,0.17,0.17,0.17,0.17,0.85,0.68,0.51,0.0,0.85,0.43,0.09,20.0
Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,21.0,2004.0,25,21,1598,17.8,0.17,0.39,0.17,0.39,0.22,0.43,0.22,0.43,69.0,20.0,29.0,40.0,58.0,39.27,0.51,4.16,16.8,19.38,4.1,39.27,3.88,1.12,2.25,25.11,176.35,102.3,4.38,2.08,1.69,3.76,1.46,29.66,7.19,3.27,0.62,2.47,0.17,0.28,0.06,0.28,0.0,0.45,0.0,0.06,0.06,0.06,0.0,329.0,465.0,70.8,4814.0,1224.0,201.0,241.0,83.4,101.0,142.0,71.1,18.0,39.0,46.2,0.22,0.2,0.2,0.02,1.63,1.29,1.97,0.28,3.26,26.12,24.72,1.29,0.17,0.51,0.11,2.75,0.0,0.51,0.22,0.22,0.0,18.48,0.11,1.18,1.97,0.84,0.09,0.2,0.11,-1.0,-1.0,32.5,0.11,0.0,0.0,0.67,2.25,0.51,0.28,0.45,0.0,0.0,3.88,0.73,1.52,0.67,0.22,0.22,0.22,0.22,0.67,0.45,0.96,0.06,0.96,0.45,0.0,33.3
Jim Allevinah,ga GAB,FW,Angers,fr Ligue 1,30.0,1995.0,25,21,1545,17.2,0.0,0.17,0.0,0.17,0.22,0.36,0.22,0.36,42.0,13.0,31.0,29.0,69.0,35.23,0.58,7.09,15.81,13.2,3.49,35.23,2.44,0.76,1.69,22.38,161.92,67.27,2.67,1.69,0.41,1.92,1.57,25.06,5.0,2.1,0.41,1.28,0.06,0.17,0.35,0.17,0.06,0.23,0.0,0.0,0.12,0.06,0.0,321.0,430.0,74.7,4611.0,1115.0,197.0,232.0,84.9,98.0,139.0,70.5,16.0,28.0,57.1,0.17,0.14,0.09,0.03,0.81,1.45,0.7,0.17,2.44,25.0,24.42,0.52,0.06,0.12,0.06,1.8,0.23,0.12,0.0,0.12,0.0,18.66,0.06,0.64,1.92,0.47,0.0,0.0,0.11,-3.7,-3.7,35.7,0.17,0.0,0.0,0.87,1.34,0.47,0.58,0.52,0.06,0.0,4.24,0.58,1.05,0.87,0.29,0.41,0.17,0.17,1.22,1.05,0.52,0.0,1.45,0.93,0.0,14.3
Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,es La Liga,24.0,2000.0,30,21,1734,19.3,0.0,0.16,0.0,0.16,0.04,0.16,0.04,0.16,51.0,21.0,41.2,20.0,39.2,52.07,0.67,6.58,26.53,19.53,1.92,52.07,2.64,1.09,1.04,30.52,160.47,79.02,1.92,2.12,0.41,1.66,1.81,37.25,3.42,3.9,0.21,2.44,0.73,0.05,0.16,0.41,0.1,0.16,0.05,0.0,0.0,0.0,0.0,694.0,815.0,85.2,11219.0,3069.0,361.0,384.0,94.0,244.0,279.0,87.5,62.0,100.0,62.0,0.16,0.12,0.2,0.03,1.87,4.46,0.98,0.26,6.37,42.23,38.03,3.83,1.19,0.21,0.21,2.9,0.47,1.5,0.31,0.83,0.0,35.96,0.36,0.67,0.78,0.21,0.0,0.0,0.05,-0.7,-0.7,16.7,0.1,0.0,0.0,1.3,1.5,0.1,0.41,1.45,0.0,0.0,3.89,0.16,0.78,2.28,0.83,0.98,0.47,0.73,1.71,0.98,0.83,0.05,2.69,0.67,0.05,42.4
Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25.0,1999.0,28,10,1107,12.3,0.08,0.16,0.08,0.16,0.17,0.28,0.17,0.28,50.0,20.0,40.0,28.0,56.0,37.4,0.89,5.45,12.44,20.49,4.31,37.4,4.07,1.63,2.28,24.15,176.02,86.1,3.41,1.46,1.79,2.44,1.06,25.93,6.91,2.11,0.16,1.22,0.0,0.41,0.24,0.24,0.0,0.16,0.0,0.0,0.0,0.0,0.0,215.0,297.0,72.4,2758.0,504.0,150.0,184.0,81.5,46.0,65.0,70.8,7.0,12.0,58.3,0.08,0.11,0.07,-0.02,0.81,0.33,0.33,0.08,0.98,24.15,23.58,0.49,0.08,0.0,0.0,0.89,0.41,0.0,0.0,0.0,0.0,17.48,0.08,0.89,2.11,0.73,0.04,0.11,0.08,-1.1,-1.1,37.5,0.41,0.0,0.0,1.22,1.22,0.16,1.54,0.98,0.08,0.0,3.25,0.73,1.22,1.3,0.57,0.49,0.24,0.65,1.38,0.73,1.06,0.0,2.85,0.65,0.0,47.1
Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,34.0,1990.0,26,24,2250,25.0,0.08,0.08,0.0,0.0,0.1,0.14,0.03,0.07,21.0,13.0,61.9,7.0,33.3,90.88,7.56,35.36,47.56,9.12,0.96,90.8,0.84,0.52,0.28,58.08,362.08,225.68,2.04,1.32,0.08,0.68,0.32,63.84,1.72,1.2,0.16,1.04,0.08,0.0,0.04,0.0,0.04,0.16,0.0,0.0,0.0,0.0,0.0,1793.0,2023.0,88.6,32203.0,11730.0,719.0,764.0,94.1,908.0,958.0,94.8,139.0,239.0,58.2,0.0,0.04,0.07,-0.04,0.6,7.08,0.68,0.2,7.12,80.92,75.56,5.24,2.6,0.08,0.76,1.4,1.76,0.56,0.4,0.08,0.0,71.72,0.12,0.8,0.8,0.28,0.0,0.0,0.04,-0.4,-0.8,60.4,0.36,0.04,0.04,0.96,1.0,0.08,1.2,0.8,0.0,0.0,6.08,2.44,1.6,1.2,0.64,0.44,0.12,0.88,1.52,0.64,0.8,0.28,2.4,4.48,0.16,57.9
Adrià Altimira,es ESP,"DF,FW",Leganés,es La Liga,24.0,2001.0,17,14,1246,13.8,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.03,23.0,8.0,34.8,10.0,43.5,45.07,3.7,14.35,21.3,10.14,0.29,45.07,1.67,0.58,0.72,19.64,97.03,50.14,1.23,1.23,0.14,1.74,0.43,23.19,3.55,0.87,0.07,0.65,0.0,0.07,0.0,0.14,0.0,0.07,0.0,0.0,0.0,0.0,0.0,356.0,454.0,78.4,5635.0,1640.0,196.0,227.0,86.3,128.0,163.0,78.5,26.0,46.0,56.5,0.0,0.01,0.04,-0.01,0.36,2.03,0.58,0.07,2.68,32.9,27.54,5.22,0.22,0.14,0.22,1.23,5.0,0.0,0.0,0.0,0.0,25.8,0.14,0.58,0.36,0.14,0.0,0.0,0.05,-0.2,-0.2,36.0,0.29,0.0,0.0,1.67,1.52,0.22,1.01,1.16,0.0,0.07,4.06,0.65,1.16,2.25,1.45,0.65,0.14,1.16,2.17,1.01,0.8,0.43,3.26,3.12,0.14,53.3
Sergi Altimira,es ESP,MF,Betis,es La Liga,23.0,2001.0,28,18,1669,18.5,0.0,0.05,0.0,0.05,0.09,0.17,0.08,0.16,20.0,13.0,65.0,7.0,35.0,68.32,2.16,13.95,42.22,12.59,0.81,68.32,1.08,0.7,0.38,40.16,167.95,72.16,1.03,0.65,0.0,1.14,0.86,47.62,1.3,2.37,0.05,1.89,0.0,0.16,0.05,0.05,0.22,0.05,0.0,0.0,0.0,0.0,0.0,923.0,1045.0,88.3,14650.0,3435.0,463.0,503.0,92.0,364.0,396.0,91.9,61.0,80.0,76.3,0.05,0.08,0.05,-0.03,1.03,4.32,0.65,0.0,4.59,56.49,55.41,1.03,0.86,0.22,0.7,0.22,0.16,0.0,0.0,0.0,0.0,49.89,0.05,0.92,0.97,0.16,0.0,0.0,0.08,-1.6,-1.5,34.6,0.16,0.0,0.0,1.62,1.68,0.0,0.92,1.73,0.05,0.0,5.3,0.49,0.92,2.86,0.76,1.78,0.32,1.68,2.86,1.19,1.41,0.05,3.78,1.89,0.05,58.5
Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,27.0,1997.0,25,19,1633,18.1,0.0,0.06,0.0,0.06,0.02,0.06,0.02,0.06,31.0,14.0,45.2,12.0,38.7,60.83,3.37,17.85,33.81,9.61,0.66,60.83,1.71,0.77,0.66,33.31,186.24,84.42,1.16,1.1,0.11,1.38,0.72,40.55,0.99,1.38,0.11,1.16,0.0,0.11,0.06,0.06,0.0,0.11,0.0,0.0,0.0,0.0,0.0,763.0,890.0,85.7,12894.0,3657.0,372.0,419.0,88.8,322.0,359.0,89.7,61.0,83.0,73.5,0.06,0.04,0.04,0.01,0.61,4.42,0.61,0.17,4.14,49.17,47.96,0.83,0.61,0.17,0.61,0.33,0.17,0.0,0.0,0.0,0.0,42.15,0.39,0.55,0.61,0.06,0.0,0.0,0.03,-0.3,-0.3,58.3,0.44,0.06,0.06,2.04,0.99,0.22,0.88,1.27,0.0,0.0,4.31,1.55,1.1,2.43,1.33,0.66,0.44,0.83,1.82,0.99,1.16,0.44,3.31,2.15,0.06,45.5
Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21.0,2003.0,22,14,1387,15.4,0.26,0.39,0.26,0.39,0.15,0.2,0.15,0.2,65.0,28.0,43.1,36.0,55.4,69.22,1.36,15.26,27.34,27.14,4.55,69.22,4.22,1.82,2.34,41.69,225.26,131.75,4.29,2.34,2.34,1.82,0.71,46.36,9.29,2.53,0.45,2.01,0.0,0.32,0.19,0.0,0.0,0.32,0.0,0.13,0.0,0.0,0.0,698.0,887.0,78.7,10624.0,2875.0,376.0,432.0,87.0,278.0,335.0,83.0,27.0,52.0,51.9,0.13,0.05,0.1,0.08,0.97,1.88,0.84,0.19,3.12,57.6,48.12,9.16,1.04,0.0,0.13,1.82,7.47,0.65,0.26,0.06,0.0,45.32,0.32,1.69,1.43,0.52,0.18,0.5,0.1,1.7,1.7,50.0,0.32,0.0,0.0,1.43,0.91,0.13,0.45,0.58,0.0,0.06,4.55,0.32,0.32,1.49,0.71,0.65,0.13,0.58,1.1,0.52,1.17,0.06,1.95,1.62,0.06,52.9
Julián Álvarez,ar ARG,"FW,MF",Atlético Madrid,es La Liga,25.0,2000.0,32,25,2088,23.2,0.6,0.69,0.43,0.52,0.51,0.65,0.38,0.51,45.0,25.0,55.6,19.0,42.2,43.71,0.3,3.84,17.84,22.63,3.84,43.53,1.94,1.08,0.82,26.64,153.02,72.72,2.76,1.85,0.95,2.11,1.47,31.68,6.03,3.32,0.39,2.33,0.22,0.26,0.34,0.04,0.13,0.26,0.0,0.0,0.09,0.0,0.04,588.0,792.0,74.2,8564.0,1981.0,332.0,402.0,82.6,182.0,223.0,81.6,38.0,86.0,44.2,0.09,0.13,0.15,-0.05,1.25,1.38,1.16,0.17,2.97,34.14,31.42,2.63,0.3,0.3,0.3,2.24,0.26,1.25,0.52,0.34,0.0,25.34,0.09,1.12,2.63,1.25,0.16,0.34,0.14,2.1,1.2,31.0,0.17,0.0,0.0,1.08,0.26,0.3,0.0,0.65,0.0,0.0,2.76,0.56,1.25,0.99,0.22,0.39,0.39,0.34,1.21,0.86,0.56,0.0,0.99,0.39,0.04,28.6
Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,30.0,1995.0,18,17,1511,16.8,0.06,0.06,0.06,0.06,0.03,0.04,0.03,0.04,7.0,4.0,57.1,3.0,42.9,70.24,4.82,27.08,40.54,3.1,0.77,70.24,0.42,0.24,0.18,38.51,240.77,157.2,1.07,0.48,0.0,0.6,0.3,44.7,0.0,0.95,0.06,0.77,0.0,0.0,0.0,0.0,0.18,0.06,0.0,0.0,0.0,0.0,0.0,828.0,985.0,84.1,16893.0,5953.0,243.0,273.0,89.0,493.0,530.0,93.0,91.0,164.0,55.5,0.0,0.01,0.02,-0.01,0.24,4.46,0.18,0.12,6.01,58.63,55.71,2.68,2.14,0.06,0.95,0.18,0.06,0.0,0.0,0.0,0.0,49.29,0.24,0.65,0.48,0.12,0.13,0.5,0.06,0.5,0.5,56.3,0.24,0.0,0.0,0.71,0.83,0.0,1.9,0.77,0.0,0.0,4.17,2.14,1.67,1.43,0.77,0.54,0.12,0.83,1.19,0.36,0.54,0.3,3.33,5.71,0.06,70.0
Selim Amallah,ma MAR,MF,Valladolid,es La Liga,28.0,1996.0,20,14,1117,12.4,0.24,0.32,0.16,0.24,0.22,0.27,0.16,0.2,53.0,26.0,49.1,20.0,37.7,39.84,0.24,5.73,21.61,13.15,1.37,39.76,4.27,2.1,1.61,21.21,126.13,56.21,1.85,1.13,0.48,2.42,1.61,24.35,1.61,2.01,0.08,0.89,0.56,0.48,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,263.0,336.0,78.3,4465.0,1336.0,143.0,156.0,91.7,76.0,93.0,81.7,36.0,61.0,59.0,0.08,0.05,0.08,0.03,0.81,2.82,0.65,0.0,3.31,27.1,23.71,3.06,1.21,0.24,0.32,2.42,0.08,1.37,0.56,0.65,0.0,21.21,0.32,0.65,1.45,0.48,0.11,0.33,0.11,0.3,0.1,23.5,0.48,0.0,0.0,2.34,1.61,0.08,0.65,1.13,0.0,0.0,4.11,0.32,1.05,1.69,0.48,1.13,0.08,0.4,0.97,0.56,1.53,0.08,2.34,0.24,0.08,41.7
